Sheher,Marka,Model,Buraxilish ili,Ban novu,Reng,Muherrikin hecmi,Muherrikin gucu,Yanacaq novu,Yurush,Suretler qutusu,Oturucu,Yeni,Qiymet,Extra Info,Seller comment
Şirvan,Mercedes,C 180,1998,Sedan,Göy,1.8 L,125 a.g.,Benzin,556 680 km,Avtomat,Arxa,Xeyr,9700 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon","Mawin BAKIDADI. Tecili satilir yaxwi veziyetdedir mator karopka most ela veziyetdedir . Tek prablemi 
 vozduxamer iwlemir oda  ya pulundan cixaram yada alib qoyaram. bawqa prabelmi yoxdu otur sur mawindi real aliciya endirim olacaq. "
Bakı,Mercedes,C 250,2006,Sedan,Ağ,2.5 L,211 a.g.,Benzin,250 000 km,Avtomat,Arxa,Xeyr,13800 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Dəri salon,Ksenon lampalar"
Sumqayıt,Mercedes,C 220,2000,Universal,Gümüşü,2.2 L,170 a.g.,Dizel,494 000 km,Avtomat,Arxa,Xeyr,12700 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Ksenon lampalar,Yan pərdələr",Avtomobil yaxwi veziyyetdedir !!! Mator karobka ideal !!! Vurug udar qeti yoxdur !!! Klima kondisoner !!! Panarama lyuk !!! Tiptronik karobka !!! Yeni tekerler !!! 
Quba,Mercedes,C 180,1996,Sedan,Qara,1.8 L,122 a.g.,Benzin,264 500 km,Avtomat,Arxa,Xeyr,8400 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların ventilyasiyası"
Bakı,Mercedes,C 230,2004,Sedan,Qırmızı,1.8 L,150 a.g.,Benzin,270 000 km,Avtomat,Arxa,Xeyr,11850 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Yan pərdələr"
Xaçmaz,Mercedes,C 220,1998,Universal,Gümüşü,2.2 L,143 a.g.,Dizel,556 783 km,Mexaniki,Arxa,Xeyr,10500 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Park radarı,Kondisioner,Yan pərdələr","masin yaxwi  vezyetdedir kuza saglamdi,peridok,xodovoy,most karopka yaxwidi yoxladada bilersiz sadece olaraq kosmetik isler gorulmelidi onu qiymetden razilawmaq.olar birde qabaq patpres catdi sade motordu 604"
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $,Barter mümkündür,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası"
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 180,1995,Sedan,Ağ,1.8 L,122 a.g.,Benzin,456 185 km,Avtomat,Arxa,Xeyr,10200 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 180,2018,Sedan,Qara,1.6 L,150 a.g.,Benzin,0 km,Avtomat,Arxa,Bəli,50999 $,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası","C180 AMG full paket
Alakantara salon.
Maşın tezedi. Geldiği yol sürülüp. 2500km'dedi."
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,156 a.g.,Benzin,59 500 km,Avtomat,Arxa,Xeyr,32700 $,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar","Европейка!
В идеальном состоянии! Без краски!
Только привезена в Баку. Дорогие покрышки GoodYear.
Не требует никаких затрат.Хорошая комплектация.
Торг у машины."
Bakı,Mercedes,C 250,2014,Sedan,Ağ,1.8 L,204 a.g.,Benzin,55 000 km,Avtomat,Arxa,Xeyr,20800 $,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası","Yeni gelib, Azerbaycanda surulmeyib, qetiyyen problemi yoxdu harda isteseniz yoxlatdira bilersiz,original probeq, chox ekanom masindi, qiymetde razilashmaq olar."
Bakı,Mercedes,C 180,2000,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,255 000 km,Avtomat,Arxa,Xeyr,11900 AZN,"ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner",Tiptronik karobka.Mawin yaxwi veziyyetdedir.
Sumqayıt,Mercedes,C 180,1994,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,470 000 km,Avtomat,Arxa,Xeyr,8000 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Yan pərdələr"
Bakı,Mercedes,C 200,1998,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,268 000 km,Avtomat,Arxa,Xeyr,11900 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Yan pərdələr","Maşın ideal vəziyyətdədir. Heç bir xərc tələb etmir. Mator və karobkanın yağı dəyişilib. Peredok sistemi əla. Təkərlər normal. Yaponka (original sol rul). Çürük, pas yoxdu. Kondisioner (climat), güzgülərin qatlanması, rulun qalxıb enməsi - bir sözlə hər bir funksiya işlək vəziyyətdədir. Şəxsi maşınımdır. Təcili satılır. "
Bakı,Mercedes,C 180,1996,Sedan,Qızılı,1.8 L,122 a.g.,Benzin,293 000 km,Avtomat,Arxa,Xeyr,9000 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner","Masin tam ideal veziyetdedir hec bir xerc teleb etmir seliqeli masindir ise isden eve surulub
Ciddi alicilar narahat etsin Alverciler zeng etmesin xais olunur dosta qardasha qismet olasi masindir 4 ildir özümdedir."
Sumqayıt,Mercedes,C 280,1998,Sedan,Qara,2.8 L,193 a.g.,Benzin,245 000 km,Avtomat,Arxa,Xeyr,9800 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Kondisioner,Dəri salon,Ksenon lampalar,Yan pərdələr",AMERKANKA FULL...masin cox ideal veziyyetdedir hecbir problemi yoxdu arginal probekdi vuruqu udari qetiyen yoxdur ..mator karopka ayri ayriliqda ideal veziyyetdedir masin oz adimdadir tecili satilir
Bakı,Mercedes,C 240,1999,Sedan,Qara,2.4 L,170 a.g.,Benzin,275 600 km,Avtomat,Arxa,Xeyr,11000 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner","Temiz Masindir 
Oz adimadi
Nemka Sport 
Tecili satilir"
Bakı,Mercedes,C 180,1996,Sedan,Göy,1.8 L,122 a.g.,Benzin,289 000 km,Mexaniki,Arxa,Xeyr,6800 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Yan pərdələr",Mawin normal vezyetdedi tecili pula etiyac oldugucun tecili satilir riyal alciyla razilawmag olar bow bow zeng etmeyin
Sumqayıt,Mercedes,C 180,1998,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,350 000 km,Avtomat,Arxa,Xeyr,10500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Yan pərdələr",Mawin vuruqsuz udarsizdir .tam zaminem .son qiymet mawinin yaninda.4 teze teker 7 min getmiyib butun funksiyalari iwlekdi
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Park radarı,Kondisioner",Vurugu udari deyisen detali curuyu qetiyyen yoxdur.Kuza idealdi. Sadece sekilde gorsenen yerlere kosmetik olarag renglenmeye ehtiyac var.mator karopka kondisioner pec sidenya qizdiranlar ela isleyir.Peredokda hec bir xerc yoxdur.coooxxx qenaetcil masindi.
Bakı,Mercedes,C 230,2005,Sedan,Yaş Asfalt,1.8 L,190 a.g.,Benzin,210 000 km,Avtomat,Arxa,Xeyr,15500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Dəri salon","Avtomatik arxa pərdə, dəri oturacaqlar, panorama lyuk, AUX çıxış. AMG yan stikerlər, AMG spoyler. Şəhəriçi yanacaq sərfiyyatı 9-11L, şəhərkənarı 6.5-7L. Avtomobil baxımlıdır və heç bir xərc tələb etmir, yağı yeni dəyişdirilib. İstənilən nasazlıq olsa qiymətindən çıxılacaq. Real alıcıya yerində endirim olacaq. "
Mingəçevir,Mercedes,C 230,1998,Sedan,Qara,2.3 L,150 a.g.,Benzin,258 500 km,Avtomat,Arxa,Xeyr,11500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Yan pərdələr,Oturacaqların ventilyasiyası",Masin ela veziyyetdedir. Hec bir problemi yoxdur
Qazax,Mercedes,C 220,2001,Sedan,Göy,2.2 L,224 a.g.,Dizel,345 000 km,Avtomat,Arxa,Xeyr,12100 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Ksenon lampalar,Yan pərdələr"
Mingəçevir,Mercedes,C 180,1996,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,382 000 km,Avtomat,Arxa,Xeyr,9300 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma",Masin ela veziyyetdedir. Hec bir xerci yoxdur/ Hec bir problemi yoxdur
Bakı,Mercedes,C 200,1998,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,370 000 km,Avtomat,Arxa,Xeyr,10800 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner","Yaxşı vəziyyətdədir. Mator, karobka, most, xadavoy tamamilə problemsizdir. Xırda kosmetik işlər görülməlidir. Real alıcılar narahat etsin. "
Gəncə,Mercedes,C 320,2001,Sedan,Qara,3.2 L,224 a.g.,Benzin,313 658 km,Avtomat,Arxa,Xeyr,11500 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Yan pərdələr"
Bakı,Mercedes,C 180,1995,Sedan,Ağ,1.8 L,122 a.g.,Benzin,404 444 km,Avtomat,Arxa,Xeyr,8100 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların ventilyasiyası",Maşın ela vəziyyətdədir.
Bakı,Mercedes,C 200,1999,Sedan,Göy,2.0 L,136 a.g.,Benzin,260 853 km,Avtomat,Arxa,Xeyr,11800 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Ksenon lampalar,Yan pərdələr,Oturacaqların ventilyasiyası",Yaxwi veziyetdedi hec bir pirablemi yoxdur 
Xırdalan,Mercedes,C 180,1998,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,123 000 km,Avtomat,Arxa,Xeyr,9800 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Ksenon lampalar,Oturacaqların ventilyasiyası",Salam maşın təcili pul lazım oldugu ücün ucuz satılır maşında udar vuruq yoxdur xadavoyu əladır maşın ceyranbatandadır cuzi endirim olacaq maşına baxdıqdan somra
Bakı,Mercedes,C 220,1999,Universal,Ağ,2.2 L,143 a.g.,Dizel,247 000 km,Avtomat,Arxa,Xeyr,14500 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner"
Bakı,Mercedes,C 200,2006,Universal,Göy,2.2 L,136 a.g.,Dizel,390 890 km,Avtomat,Arxa,Xeyr,16600 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr","Salam maşin cox yaxşi veziyededir
Baxmaq isteseniz maştaxa kendine gelersiniz"
Lənkəran,Mercedes,C 180,1993,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,316 000 km,Avtomat,Arxa,Xeyr,7200 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Arxa görüntü kamerası",Maşın çox yaxşı vəziyətdədir ev iş yolu sürülüb.Maşının yanında endirim olacaq.
Bakı,Mercedes,C 220,1997,Sedan,Yaşıl,2.2 L,143 a.g.,Dizel,38 544 km,Mexaniki,Arxa,Xeyr,8800 AZN,"Yüngül lehimli disklər,ABS,Kondisioner,Yan pərdələr",Masn normal vezyetdedi xais olunur cidi sexsler narahat etsn
Bakı,Mercedes,C 200,2001,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,228 098 km,Avtomat,Arxa,Xeyr,13400 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Ksenon lampalar","avtomobilin butun texniki xidmetleri olunub ela veziyetdedi, motor yagi ve karopka yagi yeni deyisdirilib, perodoku yeni yigilib, teker ve akumlyatoru teze qoyulub, yanacaq, hava ve kondisanerin filtirleri teze deyisdirilib, tormuznoy naklatkalar teze deyisdirilib."
Bakı,Mercedes,C 230,1997,Sedan,Qara,2.3 L,150 a.g.,Benzin,330 000 km,Avtomat,Arxa,Xeyr,9300 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Ksenon lampalar",Avtomobil ela veziyyetdedi hec bir xerc teleb etmir.her sey islek veziyyetdedi.bos bekar adamlar vaxdimi alamasin.masinla maraqlananalar merdekanda baxa biler
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Kreditdədir,Barter mümkündür
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $,Barter mümkündür,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası"
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,156 a.g.,Benzin,59 500 km,Avtomat,Arxa,Xeyr,32700 $,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar","Европейка!
В идеальном состоянии! Без краски!
Только привезена в Баку. Дорогие покрышки GoodYear.
Не требует никаких затрат.Хорошая комплектация.
Торг у машины."
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Park radarı,Kondisioner",Vurugu udari deyisen detali curuyu qetiyyen yoxdur.Kuza idealdi. Sadece sekilde gorsenen yerlere kosmetik olarag renglenmeye ehtiyac var.mator karopka kondisioner pec sidenya qizdiranlar ela isleyir.Peredokda hec bir xerc yoxdur.coooxxx qenaetcil masindi.
Bakı,Mercedes,C 250,2014,Sedan,Ağ,1.8 L,204 a.g.,Benzin,55 000 km,Avtomat,Arxa,Xeyr,20800 $,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası","Yeni gelib, Azerbaycanda surulmeyib, qetiyyen problemi yoxdu harda isteseniz yoxlatdira bilersiz,original probeq, chox ekanom masindi, qiymetde razilashmaq olar."
Bakı,Mercedes,C 230,2006,Sedan,Ağ,2.3 L,205 a.g.,Benzin,192 145 km,Avtomat,Arxa,Xeyr,18500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Oturacaqların ventilyasiyası",Maşının  tam ideal vəziyyətdədir heç bir xərc tələb etmir.Maşın  ailə maşını kimi istifadə olunub.Qaraj şəraitində saxlanılıb.Maşının probeqi orginaldı.Real alıcılara maşına baxdıqdan sora cüzi endirim olacaq.
İsmayıllı,Mercedes,C 230,1999,Universal,Yaşıl,2.3 L,150 a.g.,Benzin,278 000 km,Avtomat,Arxa,Xeyr,10400 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Oturacaqların ventilyasiyası",masin yaxsi vezyetdedir xerci yoxdur kasmetkaya ehtiyac yoxdur salon seliqelidi qis tekerleridir ustunde harda isdesez yoxlada bilersiz
Bakı,Mercedes,C 200,1998,Sedan,Tünd qırmızı,2.0 L,136 a.g.,Benzin,256 030 km,Avtomat,Arxa,Xeyr,10900 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Ksenon lampalar","Tecili satilir.
Mawin yaxwi veziyyetdedir.
Mator ,karopkaya soz ola bilmez.
Udari,deyiwilen detali,radari filan yoxdur.
Kasmetikasi eladir.supper rengi var .zerli albali.
Salon seliqelidir.
Tekerleri tezedir.
Tecili satildigi ucun bu qiymete verilir.2 mator bilen bilirki cewka ucun en ideal matordur.
Alverciler nrht etmesin.hec kew telefonda qiymet sohbeti etmesin.real aliciya mawinin yaninda endirim olacaq"
Bakı,Mercedes,C 230,1997,Sedan,Göy,2.3 L,150 a.g.,Benzin,280 000 km,Avtomat,Arxa,Xeyr,10900 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Yan pərdələr",Ideal veziyyetdedir.sade matordu. 1998 modeldi. Udari vuruqu yoxdur.
Bakı,Mercedes,C 220,1998,Universal,Göy,2.2 L,150 a.g.,Dizel,345 000 km,Avtomat,Arxa,Xeyr,12300 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Ksenon lampalar,Yan pərdələr,Oturacaqların ventilyasiyası",Salam hec bir prablemi joxdu temiz udarsiz masindi harda istesiz joxlada bilersiz
Bakı,Mercedes,C 200,1994,Sedan,Yaşıl,2.0 L,136 a.g.,Benzin,253 000 km,Avtomat,Arxa,Xeyr,8200 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Ksenon lampalar,Oturacaqların ventilyasiyası"
Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,371 000 km,Avtomat,Arxa,Xeyr,10700 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr",Tecili satilir hec bir prablem yoxdur tekerleri tezedir mawinin her bir hissesi de iwdeyir vurugu udari yoxdur temiz nemkadir mawin matorun yagini teze deyiwmiwem budun pul aparasi iwderini gordurmuwem nomre de ustunde verilecek
Bakı,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,361 000 km,Avtomat,Arxa,Xeyr,10200 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Oturacaqların ventilyasiyası",Hec bir vurugu udari deyisilen hissesi kosmetikaya ehtiyac yoxdu.karopka elektrondu.masin ideal veziyetdedir.
Sumqayıt,Mercedes,C 180,1999,Universal,Yaşıl,1.8 L,122 a.g.,Benzin,432 000 km,Mexaniki,Arxa,Xeyr,10200 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner",Mawinin kuzasi idealdir tekerleri tezedir xodovoyuda yaxshidi xirda para iwderi var oda puldan cixlacag
Bakı,Mercedes,C 320,2000,Sedan,Göy,3.2 L,224 a.g.,Benzin,248 228 km,Avtomat,Arxa,Xeyr,11800 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası","Mawin Ela Vezyetdedi Mosd,karopka Perodok Hamisi Ela vezyetdedi Mawinda Udar Vurug Qeti yoxdu  tekerliri de tezedi"
Bakı,Mercedes,C 200,1996,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,316 428 km,Avtomat,Arxa,Xeyr,9900 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner",Salam masi yaxsi masindi hecbir pirablemi yoxdu almannan gelenden ozumuzdedi istediyiniz yerde yoxlatdira bilersiz perdokun teze yigdirmisam teketler teze almisam qiymeti 9900 manat arginal pirabekdi 
Bakı,Mercedes,C 180,1999,Sedan,Göy,1.8 L,122 a.g.,Benzin,280 000 km,Avtomat,Arxa,Xeyr,11800 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Yan pərdələr",Maşın tam idealdır. Curuyu udari yoxdu telefonda qiymət danışılmır real alıcıya maşının yanında danışarıq.
Sumqayıt,Mercedes,C 200,2000,Universal,Gümüşü,2.0 L,136 a.g.,Benzin,236 000 km,Mexaniki,Arxa,Xeyr,10500 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Park radarı,Kondisioner",masin saz veziyetde masina soz ola bilmez her seyi var barter olur ucuz masinla 
Bakı,Mercedes,C 240,2000,Sedan,Göy,2.6 L,177 a.g.,Benzin,275 000 km,Avtomat,Arxa,Xeyr,11600 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Arxa görüntü kamerası,Yan pərdələr",Yaponka zavodskoy sol rol. Mawinda hec bir problem yoxdu. Peredok karopka super veziyyetde. Tekerler yenidir. Kasmetikaya ehtiyyac yoxdur. Motorda ses var. Klacoklarin yada sepin sesidir. Qiymetde nezere alinacaq. Istenilen ustaya yoxlatmaq olar. Cixan butun problemlerin pulu qiymetden cixarilacaq. Mawin oz adimadir. 
Gəncə,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,237 000 km,Avtomat,Arxa,Xeyr,10900 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Oturacaqların ventilyasiyası",Salam  mawin saz veziyetdedi ili temiz 1999du
Bakı,Mercedes,C 220,1999,Universal,Qara,2.2 L,146 a.g.,Dizel,410 001 km,Avtomat,Arxa,Xeyr,12500 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Yan pərdələr",zavod mawindi ala vaziyatdadi hec bir xarci yoxdi.
Bakı,Mercedes,C 220,1995,Sedan,Göy,2.2 L,146 a.g.,Dizel,499 999 km,Avtomat,Arxa,Xeyr,8500 AZN,"ABS,Lyuk",masin super vezyetdedi mator karopka most eladi qabaq buferi bos rege girmelidi rasxodsuz masindi 
Bakı,Mercedes,C 240,2001,Sedan,Gümüşü,2.6 L,177 a.g.,Benzin,240 000 km,Avtomat,Arxa,Xeyr,14300 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon","Yaponka.Orginal sol sukan.
Pechin radiatoru deyisilib orginal ustden chixma yaponka qoyulub ve sistem yuyulub antrifriz yenilenib.
Nakladkalar arxa ve qabag deyisilib.
Matorun yagi deyisilib Ravenol yagiynan.
Karopkanin yagi deyisilib,karopka filteri,prakladka ve salnik yenilenib.
Akumlyator yenilenib Mutlu 100
Ishiqlar ve siqnal deyisilib.
Kondisionere frion vurulub.
Benzin filteri deyisilib.
Zaslonka yuyulub.
Esp blok matoru deyisilib.
Babin deyisilib.
Arxa stoplar yeni 2007 modelin stoplari qoyulub xrustal tam yenidir.
Arxa baqaj stopu yeni qoyulub.
Qabag Lupa fara qoyulub.
Spoiler baqaj uchun yeni qoyulub.
Spoiler arxa potpres uchun yeni qoyulub.
Disk teker  qoyulub 2007 modelin AMG
Ayag altilar yeni paxlava kojaya tikilib ve uzlenib.
Salonun mebelleri Aqua printle karbona renglenib.
Salonun pataloku qara yeni materilla uzlenib.
Zavod orginal monitor qoyulub.
Cd changer var.
Mashin yeni palirovka olunub.
Bugunku gune mashinin hech bir xerci yoxdur.Barter mumkun deyil.Mashin etibarname ile satilmir bir basha ada kechirilir.Mashina baxmaga gelende xahish olunur ustanizla birlikde gelesiniz.
"
Bakı,Mercedes,C 220,1994,Sedan,Gümüşü,2.2 L,146 a.g.,Benzin,111 111 km,Mexaniki,Arxa,Xeyr,8300 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma","Maşın yaxşı vəziyyətdədir. Hec bir xərc tələb etmir, ən əsası alverçi deyiləm. Təcili satilir. "
Bakı,Mercedes,C 230,1997,Sedan,Yaşıl,2.3 L,150 a.g.,Benzin,218 000 km,Avtomat,Arxa,Xeyr,10200 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Yan pərdələr","2.3sade mator
iline gore cox ideal veziyetdedir
mator ve karoqanin yagi dunen deyiwilib.karopqada vurma gecikme qetiyen yoxdur
avto pilot iwleyir
butun rasxodnikleri odenilib
ele mawina baxanda goresiz veziyetini
barter kredit teklif etmeyin
mawin mehdiabad qesebesinde olur.surulmur gorduyunuz kimi qarajda qakib ele
baxmaq isdeyenler buyursun.
telfonda qiymet sohbeti etmeyin."
